age,sex,DR,f,i,prev,r,,,age,sex,DR,f,i,prev,r,,,DR,f,i,prev
76,male,0.109314458,0.012695121,0.01030027,0.171694761,0,,,76,male,0.05672817,0.002450894,0.017292594,0.25106741,0,,,1.92698719,5.17979267,0.595646328,0.683859212
77,female,0.111680374,0.013116215,0.006493761,0.138550379,0,,,77,female,0.068427504,0.001636458,0.013857085,0.23054717,0,,,1.632097737,8.015000158,0.468623879,0.600963261
77,male,0.109314458,0.013908643,0.010511914,0.178355587,0,,,77,male,0.05672817,0.002450894,0.017292594,0.25106741,0,,,1.92698719,5.674927168,0.607885325,0.710389242
78,female,0.111680374,0.01401955,0.006557159,0.142518259,0,,,78,female,0.068427504,0.001636458,0.013857085,0.23054717,0,,,1.632097737,8.567006218,0.473199012,0.618173968
78,male,0.109314458,0.015171944,0.01070635,0.184873548,0,,,78,male,0.05672817,0.002450894,0.017292594,0.25106741,0,,,1.92698719,6.190372217,0.619129213,0.736350242
79,female,0.111680374,0.014926476,0.006598352,0.146355737,0,,,79,female,0.068427504,0.001636458,0.013857085,0.23054717,0,,,1.632097737,9.121206651,0.476171715,0.634819057
79,male,0.109314458,0.016601001,0.010855273,0.191198333,0,,,79,male,0.05672817,0.002450894,0.017292594,0.25106741,0,,,1.92698719,6.773448106,0.627741166,0.761541823
80,female,0.111680374,0.015841251,0.006628483,0.150045347,0,,,80,female,0.066961149,0.002643922,0.018664041,0.30308377,0,,,1.667838367,5.99157281,0.35514726,0.495062296
80,male,0.109314458,0.018146032,0.010975889,0.197271314,0,,,80,male,0.055828861,0.004402417,0.022541639,0.33667232,0,,,1.95802772,4.121833889,0.4869162,0.585944559
81,female,0.111680374,0.016763877,0.006647552,0.153574812,0,,,81,female,0.066961149,0.002643922,0.018664041,0.30308377,0,,,1.667838367,6.340533941,0.356168957,0.506707476
81,male,0.109314458,0.019807036,0.011068198,0.203045864,0,,,81,male,0.055828861,0.004402417,0.022541639,0.33667232,0,,,1.95802772,4.499127535,0.491011244,0.603096399
82,female,0.111680374,0.017694352,0.006655557,0.156932469,0,,,82,female,0.066961149,0.002643922,0.018664041,0.30308377,0,,,1.667838367,6.692463767,0.356597857,0.517785789
82,male,0.109314458,0.021584016,0.0111322,0.208476729,0,,,82,male,0.055828861,0.004402417,0.022541639,0.33667232,0,,,1.95802772,4.902764891,0.493850523,0.619227411
83,female,0.111680374,0.018632677,0.0066525,0.16010726,0,,,83,female,0.066961149,0.002643922,0.018664041,0.30308377,0,,,1.667838367,7.047362667,0.356434066,0.528260751
83,male,0.109314458,0.023476969,0.011167896,0.21352022,0,,,83,male,0.055828861,0.004402417,0.022541639,0.33667232,0,,,1.95802772,5.332745276,0.495434081,0.634207826
84,female,0.111680374,0.019578852,0.006638381,0.163088738,0,,,84,female,0.066961149,0.002643922,0.018664041,0.30308377,0,,,1.667838367,7.405230641,0.355677585,0.538097893
84,male,0.109314458,0.025485897,0.011175285,0.218134387,0,,,84,male,0.055828861,0.004402417,0.022541639,0.33667232,0,,,1.95802772,5.789069144,0.495761874,0.647913042
85,female,0.102446594,0.020692387,0.006602096,0.165851557,0,,,85,female,0.065447761,0.0041143,0.022223971,0.39685357,0,,,1.565318534,5.029382676,0.297070946,0.417916253
85,male,0.109557927,0.027762359,0.01113236,0.222257848,0,,,85,male,0.054853763,0.007722901,0.024308519,0.4398593,0,,,1.997272759,3.594809675,0.457961257,0.505293052
86,female,0.102446594,0.021965431,0.00655471,0.168360531,0,,,86,female,0.065447761,0.0041143,0.022223971,0.39685357,0,,,1.565318534,5.33880205,0.294938743,0.424238419
86,male,0.109557927,0.030190382,0.01106743,0.225830955,0,,,86,male,0.054853763,0.007722901,0.024308519,0.4398593,0,,,1.997272759,3.909202287,0.455290177,0.513416347
87,female,0.102446594,0.023397986,0.006496223,0.170586101,0,,,87,female,0.065447761,0.0041143,0.022223971,0.39685357,0,,,1.565318534,5.686991328,0.292307035,0.429846457
87,male,0.109557927,0.032769965,0.010980493,0.228817417,0,,,87,male,0.054853763,0.007722901,0.024308519,0.4398593,0,,,1.997272759,4.243219649,0.451713776,0.520205932
88,female,0.102446594,0.02499005,0.006426633,0.172499337,0,,,88,female,0.065447761,0.0041143,0.022223971,0.39685357,0,,,1.565318534,6.073950025,0.289175732,0.434667469
88,male,0.109557927,0.035501108,0.010871549,0.231183408,0,,,88,male,0.054853763,0.007722901,0.024308519,0.4398593,0,,,1.997272759,4.596861761,0.447232055,0.525584904
89,female,0.102446594,0.026741625,0.006345942,0.174072178,0,,,89,female,0.065447761,0.0041143,0.022223971,0.39685357,0,,,1.565318534,6.499678625,0.285544923,0.438630747
89,male,0.109557927,0.038383811,0.010740599,0.232897847,0,,,89,male,0.054853763,0.007722901,0.024308519,0.4398593,0,,,1.997272759,4.970128624,0.441845055,0.529482603
90,female,0.102446594,0.028652709,0.00625415,0.17527769,0,,,90,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,4.787204632,0.248262905,0.349926422
90,male,0.109557927,0.041418075,0.010587643,0.233932682,0,,,90,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,3.600992283,0.418152155,0.435528895
91,female,0.102446594,0.030786762,0.006148117,0.176084535,0,,,91,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,5.143755505,0.24405385,0.351537217
91,male,0.109557927,0.04477571,0.010404429,0.23424504,0,,,91,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,3.892913569,0.410916236,0.436110433
92,female,0.102446594,0.032984274,0.006038945,0.176473284,0,,,92,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,5.510908909,0.23972019,0.35231332
92,male,0.109557927,0.048305154,0.010212966,0.233799642,0,,,92,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,4.199772365,0.403354528,0.435281205
93,female,0.102446594,0.035245245,0.005926636,0.176442359,0,,,93,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,5.888664843,0.235262005,0.352251581
93,male,0.109557927,0.052006409,0.010013251,0.232587761,0,,,93,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,4.521568844,0.395466912,0.433024961
94,female,0.102446594,0.037569675,0.005811187,0.175991841,0,,,94,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,6.277023307,0.230679175,0.351352162
94,male,0.109557927,0.055879475,0.009805286,0.23060529,0,,,94,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,4.858303006,0.387253468,0.429334055
95,female,0.102446594,0.039957564,0.005692601,0.17512356,0,,,95,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,6.675984301,0.22597182,0.349618715
95,male,0.109557927,0.05992435,0.00958907,0.227853239,0,,,95,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,5.209974677,0.378714156,0.424210369
96,female,0.102446594,0.042408912,0.005570876,0.17384117,0,,,96,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,7.085547826,0.22113986,0.347058537
96,male,0.109557927,0.064141036,0.009364604,0.224338245,0,,,96,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,5.576584032,0.369849016,0.417666258
97,female,0.102446594,0.044564461,0.00546385,0.172182493,0,,,97,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,7.445690184,0.216891388,0.343747135
97,male,0.109557927,0.067902605,0.009165133,0.220137647,0,,,97,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,5.903624362,0.361971037,0.40984571
98,female,0.102446594,0.046935565,0.005346122,0.170172405,0,,,98,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,7.841846793,0.212218092,0.339734172
98,male,0.109557927,0.07204033,0.008945714,0.215310655,0,,,98,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.263368648,0.353305225,0.40085896
99,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,99,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
99,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,99,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
100,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,100,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
100,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,100,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
101,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,101,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
101,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,101,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
102,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,102,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
102,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,102,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
103,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,103,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
103,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,103,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
104,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,104,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
104,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,104,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
105,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,105,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
105,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,105,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
106,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,106,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
106,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,106,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
107,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,107,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
107,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,107,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
108,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,108,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
108,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,108,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
109,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,109,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
109,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,109,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
110,female,0.102446594,0.049115166,0.005237274,0.167826736,0,,,110,female,0.063574672,0.005985269,0.025191641,0.5008987,0,,,1.611437233,8.206007683,0.207897293,0.335051251
110,male,0.109557927,0.075844178,0.008741503,0.20991263,0,,,110,male,0.054053998,0.011501851,0.025320073,0.53712322,0,,,2.026823765,6.594084822,0.345240043,0.390809078
